YEAR,BENE_GEO_DESC,Avg_Payment_Per_Capita
2016,IA-Warren,7593.59
2016,IA-Woodbury,8512.8
2016,ID,7925.91
2016,ID-Ada,7768.02
2016,ID-Bannock,9326.64
2016,ID-Bonneville,9002.75
2016,ID-Canyon,8193.96
2016,ID-Elmore,8356.47
2016,ID-Kootenai,7644.09
2016,ID-Twin Falls,8710.65
2016,IL,10870.04
2016,IL-Champaign,9382.23
2016,IL-Cook,11811.25
2016,IL-DeKalb,9659.81
2016,IL-DuPage,9854.8
2016,IL-Franklin,9467.26
2016,IL-Grundy,10386.91
2016,IL-Kane,10493.87
2016,IL-Kankakee,11046.62
2016,IL-Kendall,10010.26
2016,IL-Knox,8700.36
2016,IL-LaSalle,9505.71
2016,IL-Lake,10099.75
2016,IL-Livingston,9794.0
2016,IL-Macon,9066.32
2016,IL-Macoupin,9237.37
2016,IL-Madison,9410.32
2016,IL-Marion,11166.04
2016,IL-McHenry,10184.53
2016,IL-McLean,7844.03
2016,IL-Montgomery,9356.41
2016,IL-Ogle,8606.86
2016,IL-Peoria,8519.06
2016,IL-Rock Island,9262.76
2016,IL-Saline,9209.64
2016,IL-Sangamon,9138.44
2016,IL-St. Clair,9853.9
2016,IL-Tazewell,8720.46
2016,IL-Whiteside,8923.82
2016,IL-Will,10753.38
2016,IL-Williamson,8970.79
2016,IL-Winnebago,9533.67
2016,IL-Woodford,7813.92
2016,IN,9906.866666666667
2016,IN-Allen,9012.21
2016,IN-Bartholomew,9243.29
2016,IN-Boone,9598.76
2016,IN-Clark,10254.73
2016,IN-Daviess,9682.09
2016,IN-Dearborn,10354.46
2016,IN-Delaware,9979.07
2016,IN-Elkhart,8334.3
2016,IN-Fayette,8960.9
2016,IN-Gibson,9527.24
2016,IN-Grant,9606.33
2016,IN-Hamilton,8902.2
2016,IN-Hancock,9004.82
2016,IN-Hendricks,9211.06
2016,IN-Henry,9547.61
2016,IN-Howard,9622.59
2016,IN-Jennings,7997.76
2016,IN-Johnson,8860.97
2016,IN-Kosciusko,8045.04
2016,IN-LaPorte,9474.33
2016,IN-Lake,12245.11
2016,IN-Madison,10289.4
2016,IN-Marion,10900.2
2016,IN-Marshall,8911.89
2016,IN-Monroe,8206.83
2016,IN-Morgan,9013.54
2016,IN-Noble,8566.44
2016,IN-Porter,10370.07
2016,IN-Randolph,9295.97
2016,IN-Shelby,10443.91
2016,IN-St. Joseph,9251.96
2016,IN-Starke,8983.71
2016,IN-Tippecanoe,9346.82
2016,IN-Vanderburgh,9617.89
2016,IN-Vigo,10962.45
2016,IN-Wabash,8978.47
2016,IN-Warrick,9226.6
2016,IN-Wayne,10143.38
2016,KS,8965.15
2016,KS-Butler,8600.72
2016,KS-Cowley,8378.7
2016,KS-Crawford,8645.16
2016,KS-Douglas,7925.2
2016,KS-Johnson,9104.36
2016,KS-Labette,8970.07
2016,KS-Leavenworth,9071.44
2016,KS-Lyon,9220.16
2016,KS-McPherson,8618.78
2016,KS-Montgomery,8570.32
2016,KS-Reno,8893.24
2016,KS-Saline,8709.36
2016,KS-Sedgwick,8767.68
2016,KS-Shawnee,8608.3
2016,KS-Sumner,7929.24
2016,KS-Wyandotte,10983.45
2016,KY,9091.193333333335
2016,KY-Allen,9116.73
2016,KY-Boone,9822.57
2016,KY-Boyd,9920.8
2016,KY-Bullitt,9550.81
2016,KY-Campbell,10221.57
2016,KY-Christian,8965.59
2016,KY-Daviess,9171.47
2016,KY-Fayette,9152.51
2016,KY-Floyd,9745.23
2016,KY-Franklin,12246.73
2016,KY-Grayson,9188.47
2016,KY-Hardin,8488.8
2016,KY-Henderson,10076.58
2016,KY-Jefferson,9583.35
2016,KY-Jessamine,8824.63
2016,KY-Kenton,10317.79
2016,KY-Laurel,8210.69
2016,KY-Logan,9366.47
2016,KY-Madison,8591.63
2016,KY-Nelson,8383.12
2016,KY-Pike,9262.05
2016,KY-Pulaski,8399.57
2016,KY-Scott,9310.92
2016,KY-Shelby,8869.09
2016,KY-Warren,8894.22
2016,KY-Whitley,9159.29
2016,LA,10995.32
2016,LA-Acadia,10472.04
2016,LA-Allen,10463.87
2016,LA-Ascension,10309.87
2016,LA-Assumption,9609.94
2016,LA-Avoyelles,10881.99
2016,LA-Beauregard,10405.59
2016,LA-Bossier,11132.34
2016,LA-Caddo,11576.38
2016,LA-Calcasieu,9809.06
2016,LA-Caldwell,14162.89
2016,LA-Concordia,10610.25
2016,LA-DeSoto,10738.42
2016,LA-East Baton Rouge,10634.23
2016,LA-Evangeline,11575.84
2016,LA-Franklin,12247.89
2016,LA-Grant,9517.53
2016,LA-Iberia,9988.09
2016,LA-Iberville,11429.72
2016,LA-Jefferson,10651.56
2016,LA-Jefferson Davis,10268.47
2016,LA-Lafayette,9844.02
2016,LA-Lafourche,9140.25
2016,LA-Lincoln,11062.01
2016,LA-Livingston,10126.86
2016,LA-Natchitoches,10902.71
2016,LA-Orleans,11748.15
2016,LA-Ouachita,11350.91
2016,LA-Pointe Coupee,9408.34
2016,LA-Rapides,10360.02
2016,LA-Sabine,10297.05
2016,LA-St. Bernard,10549.5
2016,LA-St. Charles,10165.94
2016,LA-St. James,10531.64
2016,LA-St. John the Baptist,9198.74
2016,LA-St. Landry,10515.83
2016,LA-St. Martin,9465.99
2016,LA-St. Mary,10374.52
2016,LA-St. Tammany,10955.12
2016,LA-Tangipahoa,12461.91
2016,LA-Terrebonne,9333.12
2016,LA-Union,11573.42
2016,LA-Vermilion,9821.37
2016,LA-Vernon,10289.82
2016,LA-Washington,12262.0
2016,LA-Webster,11845.48
2016,LA-West Baton Rouge,11479.91
2016,LA-West Carroll,11563.57
2016,LA-West Feliciana,13954.79
2016,MA,11368.516666666668
2016,MA-Barnstable,11140.63
2016,MA-Berkshire,10605.48
2016,MA-Bristol,11310.33
2016,MA-Essex,11114.08
2016,MA-Franklin,9032.53
2016,MA-Hampden,10162.54
2016,MA-Hampshire,9192.37
2016,MA-Middlesex,11203.79
2016,MA-Norfolk,11981.13
2016,MA-Plymouth,11692.6
2016,MA-Suffolk,12870.57
2016,MA-Worcester,11361.73
2016,MD,12521.293333333335
2016,MD-Anne Arundel,10685.85
2016,MD-Baltimore,12543.11
2016,MD-Baltimore City,15615.09
2016,MD-Cecil,11553.84
2016,MD-Charles,11348.03
2016,MD-Frederick,10339.99
2016,MD-Harford,11034.48
2016,MD-Montgomery,9829.59
2016,MD-Prince George's,11954.23
2016,MD-St. Mary's,10959.51
2016,MD-Washington,10941.78
2016,MD-Wicomico,11031.16
2016,ME,8770.44
2016,ME-Sagadahoc,7710.6
2016,ME-Waldo,8631.49
2016,MI,10546.76
2016,MI-Allegan,8979.66
2016,MI-Arenac,9095.88
2016,MI-Barry,8683.22
2016,MI-Bay,9974.33
2016,MI-Berrien,8926.79
2016,MI-Calhoun,9724.99
2016,MI-Clinton,9327.06
2016,MI-Eaton,9546.95
2016,MI-Emmet,8398.06
2016,MI-Genesee,12537.91
2016,MI-Hillsdale,9045.42
2016,MI-Ingham,10228.86
2016,MI-Ionia,9404.63
2016,MI-Iosco,8750.86
2016,MI-Jackson,10200.81
2016,MI-Kalamazoo,9428.94
2016,MI-Kent,9305.23
2016,MI-Lapeer,9946.75
2016,MI-Lenawee,8627.33
2016,MI-Livingston,9431.65
2016,MI-Macomb,11715.69
2016,MI-Mason,8671.78
2016,MI-Monroe,10034.0
2016,MI-Muskegon,9180.99
2016,MI-Oakland,11443.56
2016,MI-Oceana,8452.42
2016,MI-Ottawa,8746.03
2016,MI-Saginaw,10245.59
2016,MI-Shiawassee,9384.48
2016,MI-St. Clair,9880.25
2016,MI-Tuscola,9969.94
2016,MI-Washtenaw,9687.82
2016,MI-Wayne,13002.22
2016,MN,9465.34
2016,MN-Anoka,9559.55
2016,MN-Dakota,9129.69
2016,MN-Hennepin,9861.77
2016,MN-Itasca,7887.31
2016,MN-Otter Tail,8437.1
2016,MN-Ramsey,9648.42
2016,MN-Washington,9259.76
2016,MO,9638.91
2016,MO-Boone,8224.02
2016,MO-Buchanan,9981.89
2016,MO-Callaway,8635.37
2016,MO-Camden,7859.87
2016,MO-Cape Girardeau,8120.1
2016,MO-Cass,9708.16
2016,MO-Clay,9277.17
2016,MO-Cole,8045.22
2016,MO-Greene,7971.35
2016,MO-Jackson,10445.29
2016,MO-Jasper,9426.17
2016,MO-Jefferson,10026.71
2016,MO-Johnson,9540.28
2016,MO-Newton,8437.66
2016,MO-Phelps,9286.79
2016,MO-Platte,9438.15
2016,MO-Scott,8913.7
2016,MO-St. Charles,9489.47
2016,MO-St. Francois,9822.14
2016,MO-St. Louis,10146.2
2016,MO-St. Louis City,12122.04
2016,MO-Taney,8468.77
2016,MS,10071.910000000002
2016,MS-Adams,9971.08
2016,MS-Alcorn,9587.61
2016,MS-Bolivar,12708.04
2016,MS-Clay,9153.98
2016,MS-Coahoma,11138.45
2016,MS-DeSoto,9326.27
2016,MS-Forrest,10355.99
2016,MS-Grenada,10784.7
2016,MS-Hancock,10041.49
2016,MS-Harrison,9939.37
2016,MS-Hinds,10296.89
2016,MS-Humphreys,10386.71
2016,MS-Jackson,8893.35
2016,MS-Jones,9713.08
2016,MS-Kemper,11977.0
2016,MS-Lamar,9003.05
2016,MS-Lauderdale,9632.29
2016,MS-Lee,9058.28
2016,MS-Leflore,10066.87
2016,MS-Lowndes,9282.04
2016,MS-Madison,9186.3
2016,MS-Marion,10719.39
2016,MS-Marshall,9695.85
2016,MS-Monroe,10385.23
2016,MS-Neshoba,10971.16
2016,MS-Newton,10835.63
2016,MS-Oktibbeha,8749.98
2016,MS-Panola,9998.11
2016,MS-Pearl River,10273.53
2016,MS-Pike,10052.49
2016,MS-Rankin,9507.49
2016,MS-Scott,11157.5
2016,MS-Simpson,9549.15
2016,MS-Stone,11274.99
2016,MS-Sunflower,12472.04
2016,MS-Tate,9944.9
2016,MS-Warren,10883.3
2016,MS-Washington,9559.44
2016,MS-Winston,9272.0
2016,MT,7681.65
2016,MT-Gallatin,7132.24
2016,MT-Ravalli,6774.01
2016,MT-Yellowstone,8289.51
2016,NC,9440.976666666667
2016,NC-Alamance,9602.53
2016,NC-Beaufort,8455.08
2016,NC-Bladen,10222.53
2016,NC-Brunswick,8213.68
2016,NC-Buncombe,7463.43
2016,NC-Burke,8318.53
2016,NC-Cabarrus,9419.16
2016,NC-Caldwell,9015.57
2016,NC-Catawba,8486.89
2016,NC-Chowan,9753.34
2016,NC-Cleveland,8895.57
2016,NC-Columbus,9914.46
2016,NC-Cumberland,9533.05
2016,NC-Davidson,9338.72
2016,NC-Durham,10165.09
2016,NC-Edgecombe,10371.48
2016,NC-Forsyth,9916.01
2016,NC-Franklin,9388.66
2016,NC-Gaston,9635.34
2016,NC-Guilford,9070.53
2016,NC-Halifax,9916.03
2016,NC-Harnett,10368.34
2016,NC-Haywood,8141.61
2016,NC-Henderson,8045.39
2016,NC-Hertford,9428.23
2016,NC-Iredell,9396.98
2016,NC-Johnston,9845.33
2016,NC-Lenoir,9837.17
2016,NC-Lincoln,9031.61
2016,NC-Macon,7035.47
2016,NC-McDowell,8539.32
2016,NC-Mecklenburg,9161.17
2016,NC-Moore,8707.47
2016,NC-Nash,9737.27
2016,NC-New Hanover,9133.37
2016,NC-Northampton,10644.74
2016,NC-Onslow,9187.07
2016,NC-Pitt,10117.35
2016,NC-Randolph,8636.75
2016,NC-Richmond,10327.92
2016,NC-Robeson,10999.23
2016,NC-Rockingham,8593.92
2016,NC-Rowan,9491.63
2016,NC-Rutherford,8053.58
2016,NC-Scotland,8974.19
2016,NC-Surry,9572.5
2016,NC-Union,9055.62
2016,NC-Vance,9733.94
2016,NC-Wake,8733.21
2016,NC-Warren,9404.86
2016,NC-Wayne,9578.04
2016,NC-Wilkes,9238.12
2016,NC-Wilson,9633.45
2016,ND,8396.05
2016,ND-Burleigh,7924.57
2016,ND-Cass,8736.1
2016,NE,8987.65
2016,NE-Dodge,9165.16
2016,NE-Douglas,8941.82
2016,NE-Gage,9188.37
2016,NE-Lancaster,8544.5
2016,NE-Sarpy,8267.56
2016,NH,8943.71
2016,NH-Hillsborough,9176.18
2016,NH-Rockingham,9108.37
2016,NH-Strafford,8457.82
2016,NH-Sullivan,8785.81
2016,NJ,12309.800000000001
2016,NJ-Atlantic,12020.44
2016,NJ-Bergen,11888.35
2016,NJ-Burlington,11085.03
2016,NJ-Camden,11990.72
2016,NJ-Cape May,10968.47
2016,NJ-Cumberland,12548.08
2016,NJ-Essex,13706.41
2016,NJ-Gloucester,11409.41
2016,NJ-Hudson,12913.21
2016,NJ-Hunterdon,10041.3
2016,NJ-Mercer,11832.26
2016,NJ-Middlesex,11867.84
2016,NJ-Monmouth,12049.01
2016,NJ-Morris,11124.3
2016,NJ-Ocean,12329.31
2016,NJ-Passaic,12500.59
2016,NJ-Salem,12176.29
2016,NJ-Somerset,10509.4
2016,NJ-Sussex,10193.13
2016,NJ-Union,11207.96
2016,NJ-Warren,10941.1
2016,NM,7817.6
2016,NM-Bernalillo,7993.85
2016,NM-Chaves,9260.35
2016,NM-Curry,9321.63
2016,NM-Dona Ana,8361.92
2016,NM-Eddy,8955.93
2016,NM-Grant,6201.63
2016,NM-Lea,9688.65
2016,NM-Luna,7189.84
2016,NM-McKinley,9914.43
2016,NM-Otero,8765.03
2016,NM-Quay,8395.04
2016,NM-Rio Arriba,7269.04
2016,NM-San Juan,9030.59
2016,NM-Sandoval,7392.45
2016,NM-Santa Fe,6570.34
2016,NM-Taos,6452.78
2016,NV,11064.216666666667
2016,NV-Carson City,9315.23
2016,NV-Churchill,8037.66
2016,NV-Clark,11538.49
2016,NV-Douglas,8278.52
2016,NV-Elko,8142.88
2016,NV-Lyon,8148.44
2016,NV-Nye,9655.94
2016,NV-Washoe,8262.17
2016,NY,11825.423333333334
2016,NY-Bronx,15816.31
2016,NY-Broome,8399.11
2016,NY-Chautauqua,8514.69
2016,NY-Cortland,8775.78
2016,NY-Dutchess,10696.82
2016,NY-Erie,9339.66
2016,NY-Franklin,8027.89
2016,NY-Kings,15525.54
2016,NY-Madison,8072.52
2016,NY-Nassau,12769.53
2016,NY-New York,12736.87
2016,NY-Orange,11351.65
2016,NY-Orleans,9331.56
2016,NY-Putnam,11128.05
2016,NY-Queens,13723.01
2016,NY-Richmond,12609.15
2016,NY-Rockland,12234.91
2016,NY-Schoharie,8588.12
2016,NY-Seneca,8621.35
2016,NY-Suffolk,13006.83
2016,NY-Sullivan,9809.72
2016,NY-Ulster,9640.22
2016,NY-Wayne,9436.05
2016,NY-Westchester,12510.47
2016,National,10386.13
2016,OH,9987.903333333334
2016,OH-Allen,10230.84
2016,OH-Ashland,8752.86
2016,OH-Ashtabula,10550.13
2016,OH-Athens,9924.51
2016,OH-Auglaize,9006.8
2016,OH-Belmont,9235.57
2016,OH-Brown,9687.63
2016,OH-Butler,9790.27
2016,OH-Clark,9442.88
2016,OH-Clermont,9367.23
2016,OH-Clinton,9801.75
2016,OH-Columbiana,9723.15
2016,OH-Coshocton,10013.61
2016,OH-Crawford,9695.07
2016,OH-Cuyahoga,10275.02
2016,OH-Darke,9247.88
2016,OH-Delaware,8498.41
2016,OH-Erie,10298.7
2016,OH-Fairfield,10311.92
2016,OH-Franklin,10181.17
2016,OH-Geauga,8586.48
2016,OH-Greene,9062.92
2016,OH-Guernsey,10148.91
2016,OH-Hamilton,10426.35
2016,OH-Hardin,10173.73
2016,OH-Huron,9211.01
2016,OH-Jefferson,11247.74
2016,OH-Knox,10161.09
2016,OH-Lake,9705.16
2016,OH-Lawrence,9463.3
2016,OH-Licking,9517.38
2016,OH-Logan,10258.63
2016,OH-Lorain,9928.94
2016,OH-Lucas,9981.51
2016,OH-Mahoning,9830.3
2016,OH-Marion,10001.4
2016,OH-Medina,8563.38
2016,OH-Miami,9308.61
2016,OH-Montgomery,10470.16
2016,OH-Muskingum,10193.0
2016,OH-Ottawa,9595.22
2016,OH-Perry,10071.54
2016,OH-Pickaway,9805.35
2016,OH-Portage,8728.44
2016,OH-Richland,8893.4
2016,OH-Ross,9744.65
2016,OH-Sandusky,9202.51
2016,OH-Scioto,12395.96
2016,OH-Seneca,8788.96
2016,OH-Shelby,8912.21
2016,OH-Stark,9087.81
2016,OH-Summit,9864.76
2016,OH-Trumbull,9639.17
2016,OH-Tuscarawas,9307.31
2016,OH-Union,9927.4
2016,OH-Van Wert,8602.58
2016,OH-Warren,9547.75
2016,OH-Wayne,8352.84
2016,OH-Wood,8932.39
2016,OK,9945.32
2016,OK-Atoka,10813.46
2016,OK-Beckham,9830.83
2016,OK-Bryan,11780.69
2016,OK-Caddo,10970.13
2016,OK-Canadian,9493.56
2016,OK-Carter,10311.93
2016,OK-Cherokee,9050.48
2016,OK-Choctaw,11171.39
2016,OK-Cleveland,9491.46
2016,OK-Comanche,8927.44
2016,OK-Craig,9569.82
2016,OK-Creek,9644.88
2016,OK-Custer,9467.11
2016,OK-Delaware,9206.04
2016,OK-Garfield,9004.2
2016,OK-Garvin,10014.98
2016,OK-Grady,10325.45
2016,OK-Haskell,9482.94
2016,OK-Hughes,9541.22
2016,OK-Jackson,10171.96
2016,OK-Johnston,11758.6
2016,OK-Kay,8801.63
2016,OK-Kingfisher,10058.54
2016,OK-Latimer,9279.37
2016,OK-Le Flore,9966.36
2016,OK-Lincoln,9984.39
2016,OK-Logan,9872.07
2016,OK-Marshall,10579.72
2016,OK-Mayes,10050.48
2016,OK-McClain,9728.36
2016,OK-McCurtain,10563.83
2016,OK-McIntosh,9203.95
2016,OK-Muskogee,10173.84
2016,OK-Noble,8869.23
2016,OK-Okfuskee,9853.41
2016,OK-Oklahoma,10210.57
2016,OK-Okmulgee,9630.12
2016,OK-Osage,9943.21
2016,OK-Ottawa,9238.31
2016,OK-Pawnee,10173.31
2016,OK-Payne,9154.81
2016,OK-Pittsburg,9356.64
2016,OK-Pontotoc,10012.84
2016,OK-Pottawatomie,9631.35
2016,OK-Pushmataha,9487.08
2016,OK-Rogers,8771.1
2016,OK-Seminole,10677.59
2016,OK-Sequoyah,9908.61
2016,OK-Stephens,9362.49
2016,OK-Tulsa,9597.76
2016,OK-Wagoner,9089.68
2016,OK-Washington,8582.8
2016,OR,8467.15
2016,OR-Lane,7824.54
2016,OR-Multnomah,9000.79
2016,OR-Umatilla,8834.34
2016,OR-Washington,8764.92
2016,PA,10435.113333333333
2016,PA-Adams,9478.55
2016,PA-Allegheny,10728.98
2016,PA-Armstrong,10197.84
2016,PA-Beaver,9829.21
2016,PA-Bedford,9515.31
2016,PA-Berks,10482.22
2016,PA-Blair,10178.15
2016,PA-Bucks,10687.06
2016,PA-Butler,8703.99
2016,PA-Cambria,10166.77
2016,PA-Carbon,10037.59
2016,PA-Chester,9857.6
2016,PA-Clarion,9658.1
2016,PA-Clearfield,10564.41
2016,PA-Columbia,9478.33
2016,PA-Crawford,8702.23
2016,PA-Cumberland,9616.17
2016,PA-Dauphin,10382.23
2016,PA-Delaware,11577.91
2016,PA-Erie,8849.51
2016,PA-Fayette,9152.04
2016,PA-Franklin,9406.94
2016,PA-Huntingdon,9501.08
2016,PA-Indiana,10286.61
2016,PA-Lackawanna,9349.7
2016,PA-Lancaster,8674.99
2016,PA-Lawrence,10111.37
2016,PA-Lebanon,8804.0
2016,PA-Lehigh,10002.82
2016,PA-Luzerne,9862.17
2016,PA-Lycoming,8655.39
2016,PA-Mercer,9678.76
2016,PA-Monroe,9743.25
2016,PA-Montgomery,10511.22
2016,PA-Northampton,10791.84
2016,PA-Northumberland,10134.69
2016,PA-Perry,10354.55
2016,PA-Philadelphia,13213.57
2016,PA-Pike,9625.0
2016,PA-Schuylkill,9939.47
2016,PA-Snyder,9045.17
2016,PA-Somerset,9278.37
2016,PA-Susquehanna,8414.52
2016,PA-Tioga,8035.99
2016,PA-Venango,9759.78
2016,PA-Warren,7826.5
2016,PA-Washington,9735.56
2016,PA-Wayne,8976.27
2016,PA-Westmoreland,9895.81
2016,PA-York,10036.77
2016,RI,10145.443333333335
2016,RI-Newport,10096.9
2016,RI-Providence,10408.48
2016,SC,9143.673333333332
2016,SC-Aiken,8564.03
2016,SC-Anderson,9142.06
2016,SC-Beaufort,8107.52
2016,SC-Berkeley,9122.19
2016,SC-Charleston,9040.97
2016,SC-Cherokee,8906.96
2016,SC-Chesterfield,8487.51
2016,SC-Darlington,9524.38
2016,SC-Dorchester,9056.68
2016,SC-Edgefield,9029.8
2016,SC-Florence,9456.37
2016,SC-Georgetown,8470.04
2016,SC-Greenville,8391.89
2016,SC-Horry,8268.82
2016,SC-Lancaster,8579.02
2016,SC-Laurens,9132.13
2016,SC-Lexington,8568.5
2016,SC-Marion,9097.88
2016,SC-Marlboro,9630.65
2016,SC-Oconee,8211.05
2016,SC-Orangeburg,9696.55
2016,SC-Pickens,8411.45
2016,SC-Richland,8582.66
2016,SC-Spartanburg,8659.01
2016,SC-Sumter,9698.33
2016,SC-York,8545.18
2016,SD,8185.68
2016,SD-Minnehaha,8388.87
2016,SD-Pennington,8299.98
2016,TN,9379.673333333332
2016,TN-Anderson,8389.07
2016,TN-Bedford,9461.72
2016,TN-Blount,8381.13
2016,TN-Bradley,9355.5
2016,TN-Carter,8313.39
2016,TN-Cocke,7660.89
2016,TN-Coffee,9711.89
2016,TN-Cumberland,8171.55
2016,TN-Davidson,9639.35
2016,TN-Dickson,10642.14
2016,TN-Fayette,9052.12
2016,TN-Franklin,9828.69
2016,TN-Hamblen,8545.23
2016,TN-Hamilton,9559.34
2016,TN-Hawkins,8203.7
2016,TN-Jefferson,8430.17
2016,TN-Knox,8522.29
2016,TN-Loudon,8091.18
2016,TN-Madison,9314.65
2016,TN-McMinn,8320.24
2016,TN-Montgomery,8851.03
2016,TN-Putnam,8676.61
2016,TN-Roane,8651.5
2016,TN-Robertson,9486.81
2016,TN-Rutherford,8998.45
2016,TN-Sevier,8011.15
2016,TN-Shelby,10069.21
2016,TN-Sullivan,7914.3
2016,TN-Sumner,9763.31
2016,TN-Tipton,10438.24
2016,TN-Washington,8264.57
2016,TN-Williamson,8026.7
2016,TN-Wilson,9224.53
2016,TX,11833.553333333335
2016,TX-Anderson,10494.48
2016,TX-Angelina,10307.23
2016,TX-Aransas,9109.24
2016,TX-Atascosa,10911.49
2016,TX-Austin,9383.33
2016,TX-Bandera,8371.34
2016,TX-Bastrop,10447.59
2016,TX-Bee,12088.59
2016,TX-Bell,9807.18
2016,TX-Bexar,10014.81
2016,TX-Bosque,8864.52
2016,TX-Bowie,9867.08
2016,TX-Brazoria,12142.38
2016,TX-Brazos,10171.36
2016,TX-Brown,9710.17
2016,TX-Burnet,9716.63
2016,TX-Caldwell,11925.98
2016,TX-Calhoun,11182.55
2016,TX-Cameron,11402.64
2016,TX-Camp,10692.83
2016,TX-Cass,10264.49
2016,TX-Chambers,12267.04
2016,TX-Cherokee,10545.14
2016,TX-Collin,10744.17
2016,TX-Colorado,11931.78
2016,TX-Comal,9330.61
2016,TX-Cooke,11014.88
2016,TX-Coryell,9454.54
2016,TX-Dallas,12300.97
2016,TX-DeWitt,10568.45
2016,TX-Deaf Smith,9169.93
2016,TX-Denton,10798.61
2016,TX-Eastland,11269.2
2016,TX-Ector,10176.53
2016,TX-El Paso,9791.15
2016,TX-Ellis,11097.34
2016,TX-Erath,9613.06
2016,TX-Fannin,11843.53
2016,TX-Fayette,10225.43
2016,TX-Fort Bend,11157.92
2016,TX-Franklin,9868.63
2016,TX-Freestone,10066.82
2016,TX-Galveston,13371.19
2016,TX-Goliad,10754.08
2016,TX-Gonzales,9936.14
2016,TX-Gray,11356.35
2016,TX-Grayson,12053.78
2016,TX-Gregg,10759.58
2016,TX-Grimes,10665.74
2016,TX-Guadalupe,9692.25
2016,TX-Hale,10192.54
2016,TX-Hardin,10876.38
2016,TX-Harris,12795.26
2016,TX-Harrison,10105.17
2016,TX-Hays,10119.05
2016,TX-Henderson,10364.86
2016,TX-Hidalgo,12070.13
2016,TX-Hill,9019.08
2016,TX-Hockley,10142.28
2016,TX-Hood,9950.51
2016,TX-Hopkins,10454.08
2016,TX-Houston,9693.81
2016,TX-Howard,10128.0
2016,TX-Hunt,12707.82
2016,TX-Hutchinson,10380.97
2016,TX-Jackson,10947.82
2016,TX-Jasper,10904.9
2016,TX-Jefferson,11650.01
2016,TX-Jim Wells,13786.2
2016,TX-Johnson,11855.25
2016,TX-Karnes,12139.63
2016,TX-Kaufman,11593.54
2016,TX-Kendall,8683.23
2016,TX-Kerr,9205.38
2016,TX-Kleberg,12141.24
2016,TX-Lamar,10762.83
2016,TX-Lavaca,11072.64
2016,TX-Lee,11615.74
2016,TX-Leon,9556.85
2016,TX-Liberty,13328.84
2016,TX-Live Oak,9636.66
2016,TX-Llano,9360.8
2016,TX-Lubbock,10678.49
2016,TX-Madison,11747.66
2016,TX-Matagorda,12515.78
2016,TX-McLennan,9235.76
2016,TX-Medina,10088.1
2016,TX-Midland,8992.31
2016,TX-Milam,11299.49
2016,TX-Montgomery,11276.98
2016,TX-Morris,10661.11
2016,TX-Nacogdoches,10735.01
2016,TX-Navarro,11025.93
2016,TX-Newton,10958.99
2016,TX-Nueces,10941.32
2016,TX-Orange,11449.2
2016,TX-Palo Pinto,11264.32
2016,TX-Panola,11431.25
2016,TX-Parker,11531.12
2016,TX-Polk,8829.38
2016,TX-Potter,10211.78
2016,TX-Rains,10165.06
2016,TX-Randall,9291.46
2016,TX-Red River,10681.4
2016,TX-Refugio,12249.54
2016,TX-Rockwall,10815.42
2016,TX-Rusk,11487.29
2016,TX-Sabine,11025.75
2016,TX-San Augustine,10392.42
2016,TX-San Jacinto,11711.79
2016,TX-San Patricio,10403.18
2016,TX-Shelby,10295.9
2016,TX-Smith,10840.23
2016,TX-Swisher,11546.45
2016,TX-Tarrant,11977.16
2016,TX-Taylor,10428.29
2016,TX-Titus,10067.79
2016,TX-Tom Green,9875.01
2016,TX-Travis,10188.37
2016,TX-Trinity,10110.32
2016,TX-Tyler,11127.41
2016,TX-Upshur,10598.87
2016,TX-Val Verde,9183.37
2016,TX-Van Zandt,10531.8
2016,TX-Victoria,11193.4
2016,TX-Walker,12009.14
2016,TX-Waller,11295.96
2016,TX-Washington,9893.76
2016,TX-Webb,11611.31
2016,TX-Wharton,12444.51
2016,TX-Wichita,11866.85
2016,TX-Wilbarger,13025.17
2016,TX-Williamson,9687.23
2016,TX-Wilson,9088.35
2016,TX-Wise,11796.78
2016,TX-Wood,9890.41
2016,TX-Young,11678.16
2016,UT,8487.84
2016,UT-Davis,8472.05
2016,UT-Salt Lake,9058.73
2016,UT-Tooele,9313.56
2016,UT-Utah,8906.19
2016,UT-Washington,8323.16
2016,UT-Weber,8932.81
2016,VA,9391.24
2016,VA-Albemarle,8458.31
2016,VA-Alexandria City,8992.35
2016,VA-Amherst,9075.2
2016,VA-Bedford,8132.59
2016,VA-Botetourt,8140.97
2016,VA-Campbell,8945.54
2016,VA-Carroll,8404.09
2016,VA-Charlottesville City,9684.55
2016,VA-Chesapeake City,9417.93
2016,VA-Chesterfield,8803.03
2016,VA-Culpeper,9383.93
2016,VA-Danville City,10582.29
2016,VA-Fairfax,8110.41
2016,VA-Fairfax City,8894.55
2016,VA-Fauquier,9384.7
2016,VA-Halifax,8476.85
2016,VA-Hampton City,8996.1
2016,VA-Henrico,9562.88
2016,VA-Henry,8736.92
2016,VA-James City,8707.82
2016,VA-Loudoun,8945.68
2016,VA-Lynchburg City,9553.43
2016,VA-Manassas City,8998.65
2016,VA-Manassas Park City,9365.53
2016,VA-Mecklenburg,8310.66
2016,VA-Newport News City,9711.67
2016,VA-Norfolk City,10373.5
2016,VA-Pittsylvania,8561.84
2016,VA-Portsmouth City,10210.88
2016,VA-Prince Edward,9136.54
2016,VA-Prince William,8591.12
